customer_id,recency,frequency,monetary
1068,45,1,55.2
1070,369,1,78.7
1071,712,1,106.13
1075,857,1,60.81
1076,691,1,62.82
1077,591,2,165.5
1078,930,1,75.26
1081,928,1,49.06
1082,1084,1,71.78
1084,750,1,133.73
1085,227,2,158.64
1086,506,2,99.71000000000001
1087,363,1,84.48
1089,125,2,295.9
1091,716,1,30.44
1092,376,2,139.60999999999999
1094,855,1,107.58
1099,815,1,42.86
1100,1034,1,16.98
1103,804,1,108.36
1106,1073,1,39.73
1107,365,1,43.62
1109,326,1,38.48
1112,565,1,73.47
1113,548,2,253.34999999999997
1114,17,2,421.02
1116,369,1,538.68
1119,1039,1,63.18
1120,579,1,140.64
1122,264,3,153.1
1123,911,1,95.93
1129,218,2,255.45
1132,140,1,166.68
1133,526,1,89.74
1135,341,2,45.0
1136,26,4,260.68
1137,161,1,31.02
1138,358,2,264.28
1139,780,1,134.98
1140,113,1,76.19
1142,447,2,106.38
1143,43,2,147.07999999999998
1144,529,1,18.36
1145,404,1,88.35
1147,509,2,170.27
1148,846,1,101.06
1151,578,1,80.73
1153,997,1,59.07
1154,169,3,209.94
1155,636,1,131.52
1156,203,1,145.56
1158,111,2,198.54000000000002
1159,765,1,50.54
1162,562,2,603.52
1165,637,1,35.19
1170,105,2,95.97
1171,702,1,72.96
1173,30,1,110.89
1174,110,1,205.51
1175,243,1,67.41
1176,348,3,473.13
1177,390,2,204.89999999999998
1178,370,3,414.33000000000004
1180,463,1,21.8
1181,548,1,79.16
1182,732,2,322.09000000000003
1185,292,2,263.03000000000003
1187,445,2,107.69
1188,366,1,38.8
1190,69,2,161.57
1191,833,1,14.2
1193,590,2,153.97
1195,177,1,88.24
1196,508,1,45.95
1200,635,1,31.72
1201,37,1,18.92
1202,310,2,234.16
1206,715,2,46.46
1210,880,2,104.52
1212,49,1,32.53
1213,507,1,175.14
1215,730,1,13.9
1216,311,3,222.72
1218,155,2,67.96000000000001
1219,340,1,120.73
1220,295,1,10.55
1230,294,1,16.14
1231,193,2,150.53
1232,179,3,207.87
1233,213,1,71.32
1234,273,3,92.34
1235,394,3,368.40999999999997
1240,691,2,84.75
1243,13,1,77.8
1244,658,2,92.33999999999999
1245,61,1,106.91
1247,449,2,483.22
1248,954,1,14.76
1249,925,1,30.41
1251,310,1,55.9
1253,718,1,23.03
1254,119,3,624.48
1257,169,1,99.68
1258,189,3,338.65
1260,621,1,58.44
1261,999,1,52.67
1262,281,2,184.09
1265,402,2,240.94
1267,367,2,193.37
1268,304,1,73.89
1269,348,2,94.35
1273,278,2,97.47
1274,15,1,232.27
1275,348,1,104.51
1276,714,1,42.42
1277,767,1,130.12
1281,593,1,163.32
1282,253,2,157.99
1283,258,1,45.09
1286,465,1,86.89
1287,692,2,171.14
1290,26,2,282.1
1293,332,1,13.0
1294,757,1,35.78
1295,557,1,114.06
1296,468,2,263.36
1298,841,1,99.4
1300,471,3,165.11
1302,743,1,87.92
1303,145,1,148.1
1308,80,1,50.34
1310,931,2,175.85
1312,318,1,23.82
1313,912,1,12.8
1320,413,4,71.94
1322,886,2,29.12
1323,234,2,301.06
1324,64,3,425.41
1325,138,1,48.61
1329,583,1,19.95
1332,968,1,83.69
1333,981,1,58.92
1334,575,1,34.26
1336,871,1,86.99
1337,895,1,44.84
1338,1035,1,18.88
1339,893,1,36.14
1341,170,4,606.73
1342,109,2,114.64000000000001
1343,112,1,22.95
1345,620,1,102.33
1346,395,3,150.51999999999998
1347,758,2,87.33
1348,305,1,34.05
1349,755,2,188.54000000000002
1350,1036,1,32.38
1351,113,2,939.95
1354,279,4,383.79
1355,58,1,28.0
1356,309,1,111.86
1357,997,1,399.6
1358,274,1,34.39
1361,763,2,164.04
1362,572,1,31.09
1363,32,1,70.23
1364,522,1,100.28
1365,264,1,355.11
1369,11,1,43.53
1370,295,2,335.08
1373,914,2,36.980000000000004
1377,762,1,83.16
1379,97,3,275.49
1382,38,2,270.58
1386,7,1,77.84
1387,515,1,113.48
1389,514,1,17.77
1391,123,1,41.29
1393,83,2,179.51
1394,873,1,199.6
1396,368,4,274.62
1397,660,1,114.87
1401,609,1,76.8
1402,589,1,32.38
1403,705,3,373.59000000000003
1404,445,2,63.54
1405,426,2,157.87
1407,220,1,44.45
1409,470,1,139.06
1411,943,1,53.73
1413,478,2,129.32999999999998
1414,657,1,186.5
1417,534,3,375.72
1419,574,1,12.08
1420,844,1,111.77
1421,870,1,14.74
1422,3,2,41.44
1423,135,1,25.15
1426,126,1,53.7
1431,111,3,238.68
1432,534,1,152.19
1433,211,2,162.8
1434,94,4,189.83
1437,175,3,453.20000000000005
1438,234,1,7.9
1440,457,1,238.1
1441,462,2,244.89000000000001
1443,412,1,70.34
1444,881,1,10.87
1445,507,1,60.06
1446,385,2,248.04
1448,860,1,23.67
1451,180,1,60.79
1454,670,1,93.71
1455,319,1,111.92
1458,489,1,347.6
1462,639,1,9.43
1463,844,1,101.06
1464,114,2,76.57
1466,429,2,98.15
1469,848,1,78.8
1470,170,1,47.01
1471,79,1,146.89
1472,533,1,15.91
1473,978,1,374.4
1474,247,2,175.61
1475,365,3,537.26
1477,513,1,18.83
1478,625,1,5.92
1479,894,1,12.55
1480,655,1,361.34
1483,335,1,9.73
1484,432,1,15.41
1485,223,2,160.82999999999998
1486,1,2,41.61
1490,216,2,32.54
1492,721,5,326.65
1493,15,2,68.18
1496,613,2,86.49
1497,509,1,199.24
1498,328,1,43.68
1499,628,1,424.89
1500,63,2,141.53
1501,172,3,320.86
1502,967,2,266.01
1503,1009,1,29.7
1504,107,1,27.35
1505,561,1,27.99
1506,967,1,17.34
1507,693,1,98.88
1508,45,2,184.68
1510,446,2,195.53
1511,18,1,97.21
1513,124,1,126.99
1516,453,1,126.9
1517,1074,1,16.92
1518,834,1,115.61
1520,620,3,362.99
1521,3,1,229.99
1522,567,2,128.5
1523,761,1,445.84
1524,32,3,223.07
1525,305,2,161.54
1526,463,1,82.87
1527,318,3,150.13
1528,564,1,18.46
1530,386,3,110.65
1531,135,2,172.01
1532,468,2,381.32
1533,1056,1,101.98
1536,1053,1,76.17
1537,821,1,22.82
1540,567,1,53.64
1543,399,2,152.72
1544,184,3,159.59
1546,1059,1,36.51
1552,349,1,46.5
1553,818,1,96.47
1555,1064,1,96.99
1557,802,1,108.56
1558,1078,1,17.48
1561,177,2,51.42
1562,340,2,624.4
1563,620,1,73.08
1564,735,1,201.96
1565,747,1,216.07
1566,686,2,164.45999999999998
1567,53,3,132.4
1568,1021,1,28.72
1573,60,2,297.24
1574,653,1,44.39
1576,441,3,327.84000000000003
1578,555,1,30.67
1579,1063,1,152.86
1580,261,1,34.71
1583,197,1,12.53
1585,376,1,207.06
1586,644,1,83.95
1587,213,3,414.65
1589,616,2,131.27
1590,27,3,162.32000000000002
1591,490,1,178.65
1592,181,1,108.18
1593,313,1,116.18
1594,633,1,201.25
1597,19,1,172.04
1600,844,1,70.51
1601,865,1,79.22
1604,714,2,66.28
1607,493,1,130.92
1608,31,4,390.66
1609,232,1,122.66
1610,164,4,646.6500000000001
1611,412,2,56.47
1615,786,1,77.97
1616,55,2,25.1
1617,607,3,260.88
1618,984,1,13.83
1622,321,1,61.86
1624,831,2,148.09
1625,475,2,92.7
1628,289,1,276.1
1630,2,2,550.94
1631,438,1,129.99
1634,912,1,141.57
1635,345,3,241.68
1637,260,1,11.93
1638,277,3,747.96
1639,862,2,118.55
1641,172,1,204.2
1644,846,1,706.6
1645,1035,1,502.36
1647,720,1,33.14
1649,754,2,234.19
1650,269,1,9.76
1651,596,2,306.51
1653,276,1,185.56
1655,55,2,91.06
1657,290,2,100.09
1659,1001,1,11.25
1663,59,2,181.34
1665,752,1,62.34
1666,459,2,382.02
1667,372,2,113.61
1669,1022,1,436.76
1670,147,3,113.63
1675,425,2,75.78999999999999
1676,260,1,99.3
1677,235,1,26.1
1678,603,1,109.97
1680,373,2,128.91
1681,1015,1,63.25
1685,68,1,175.34
1688,559,1,146.85
1690,696,1,13.78
1691,589,1,31.97
1692,137,5,663.5899999999999
1694,475,2,120.75
1695,9,1,106.74
1696,99,1,286.37
1699,86,1,77.69
1700,966,1,76.27
1702,343,1,10.14
1703,28,2,48.370000000000005
1704,586,1,64.39
1705,308,1,12.84
1706,55,1,18.52
1708,1015,1,49.9
1709,302,1,109.56
1710,764,2,833.8499999999999
1711,514,3,164.54
1712,530,3,565.45
1713,83,2,162.7
1715,28,2,79.66
1719,1010,1,57.72
1724,347,2,122.57000000000001
1725,408,1,147.22
1726,26,1,77.05
1728,36,1,59.12
1729,404,1,94.89
1730,956,1,12.02
1731,555,1,42.72
1733,919,1,32.64
1736,544,1,50.44
1737,996,1,12.22
1738,614,1,67.23
1743,888,2,48.53
1746,341,1,14.81
1747,447,1,48.3
1749,783,1,216.05
1750,62,1,126.58
1751,993,1,769.73
1753,698,1,17.23
1757,432,2,253.23
1758,1046,1,65.76
1761,0,1,10.13
1763,950,1,288.45
1765,400,1,58.92
1766,636,2,201.63
1773,246,2,126.99000000000001
1775,905,1,49.82
1777,846,1,71.8
1778,243,1,17.23
1781,809,1,35.17
1785,345,1,129.99
1786,726,2,65.38
1789,235,2,269.58
1790,765,1,35.05
1791,337,1,31.97
1793,1018,1,97.87
1795,405,2,177.18
1798,438,2,224.73
1799,311,2,42.540000000000006
1800,1043,1,52.53
1801,843,1,77.78
1802,418,1,207.58
1804,28,1,240.06
1805,140,1,249.58
1807,937,1,302.06
1808,183,2,130.19
1812,148,1,44.57
1816,242,1,23.57
1817,171,2,73.78999999999999
1818,163,1,464.58
1820,1020,1,173.6
1824,333,2,220.3
1825,131,4,663.81
1826,337,1,274.93
1827,95,1,57.51
1829,711,1,77.39
1830,207,3,465.90999999999997
1834,575,1,287.84
1835,491,1,73.74
1840,122,1,76.08
1841,14,1,45.89
1842,149,3,696.8399999999999
1843,104,1,84.87
1844,208,3,227.98999999999998
1846,676,1,36.38
1847,259,1,91.34
1848,46,1,90.79
1849,531,1,137.75
1850,268,2,274.06
1851,24,3,465.97
1852,552,1,64.36
1853,7,1,150.72
1855,659,3,314.35
1857,121,1,49.25
1860,737,1,37.29
1861,992,1,60.08
1862,546,1,102.65
1866,473,1,33.63
1867,4,2,364.06
1868,538,1,48.39
1869,34,1,110.31
1870,220,4,351.90999999999997
1873,961,2,109.83
1875,454,3,395.14000000000004
1878,615,2,33.129999999999995
1879,729,1,123.34
1882,768,3,133.36
1885,751,1,347.82
1886,980,1,146.42
1887,488,3,363.23
1890,850,1,155.05
1892,981,1,43.64
1893,852,1,81.39
1899,45,2,150.24
1900,53,2,110.38
1901,678,1,49.51
1905,671,2,74.41
1906,11,2,368.72
1907,416,2,123.15
1908,807,1,141.64
1909,581,1,39.07
1910,901,1,41.39
1911,188,1,171.63
1912,743,1,37.8
1914,872,1,71.03
1917,757,1,82.24
1919,44,1,166.41
1920,186,1,460.14
1925,36,2,149.55
1926,734,1,18.46
1929,1010,1,56.55
1930,740,1,42.32
1931,30,2,262.57
1933,153,1,19.45
1934,448,1,290.88
1935,31,2,184.01
1936,77,3,518.54
1937,104,3,348.28000000000003
1940,97,1,126.81
1941,99,1,18.55
1942,0,2,571.58
1943,790,1,107.24
1944,753,2,110.77
1945,233,1,16.96
1946,112,2,85.39
1947,756,1,39.65
1948,588,1,44.99
1949,903,1,73.21
1950,135,2,224.95
1951,15,1,48.49
1952,202,2,372.37
1953,217,1,55.24
1954,334,1,113.02
1955,1054,1,538.68
1956,391,1,16.98
1957,35,1,48.27
1960,1078,1,112.41
1964,116,1,108.4
1966,706,1,40.17
1967,475,2,50.82
1970,355,3,441.40999999999997
1972,131,1,233.18
1973,938,1,16.55
1974,274,2,189.62
1977,6,4,335.69
1979,636,1,37.69
1980,946,1,82.15
1981,97,2,133.99
1986,944,1,93.32
1989,1034,2,200.67000000000002
1990,817,1,16.15
1991,1019,1,22.88
1993,314,1,100.42
1994,7,2,243.5
1995,445,1,253.1
1997,667,1,74.8
1999,68,2,205.5
2001,29,1,219.06
2004,28,1,88.17
2005,809,1,162.37
2006,75,2,166.07
2007,215,2,249.77999999999997
2009,368,2,141.31
2010,387,1,131.52
2013,470,2,303.71000000000004
2014,369,4,323.49
2015,173,3,226.59
2016,561,1,19.19
2017,736,1,151.23
2019,416,2,51.23
2023,839,1,141.47
2024,224,2,19.759999999999998
2025,296,3,473.11
2029,490,1,101.38
2030,936,1,47.14
2031,646,1,15.44
2032,397,3,407.72
2033,476,1,63.86
2034,16,2,503.71
2035,1064,1,50.92
2036,15,3,449.75
2037,885,1,68.53
2038,898,1,275.57
2039,426,3,535.75
2040,11,1,129.98
2041,758,1,69.02
2043,618,1,283.84
2044,756,1,51.74
2045,288,2,338.97
2047,715,1,15.71
2048,120,2,100.83
2050,721,1,72.51
2051,353,3,243.5
2052,212,3,290.46999999999997
2053,960,1,44.57
2054,416,1,227.7
2055,188,3,138.47
2057,8,2,122.83000000000001
2059,474,1,160.52
2060,779,1,138.25
2062,278,1,16.05
2063,40,1,86.29
2064,1031,1,441.21
2065,1003,1,136.61
2066,52,2,34.33
2067,965,1,29.28
2071,22,2,86.65
2072,1016,1,69.69
2076,578,1,75.56
2078,464,1,74.07
2079,642,1,65.99
2081,500,1,104.15
2082,527,1,152.08
2083,356,3,179.75
2084,405,1,144.89
2085,305,2,190.89999999999998
2090,635,1,187.26
2091,16,1,15.45
2092,664,1,61.42
2094,511,1,292.71
2095,808,1,56.8
2096,27,1,14.07
2099,419,1,21.46
2102,109,1,66.93
2103,581,1,75.0
2104,103,2,379.53
2106,956,1,8.97
2108,676,1,314.32
2112,442,1,13.68
2113,545,1,55.61
2115,716,1,106.43
2118,106,2,73.87
2120,433,2,155.70999999999998
2121,787,1,82.88
2124,28,3,278.21000000000004
2127,104,2,194.19
2128,563,2,47.17
2130,872,1,50.75
2131,451,3,270.2
2134,848,2,96.47999999999999
2135,18,2,65.87
2136,548,2,290.45000000000005
2141,119,1,168.18
2143,9,1,21.51
2144,228,1,62.58
2145,41,1,10.88
2147,747,1,31.36
2148,417,1,167.82
2151,743,1,134.0
2152,1042,1,19.32
2153,782,1,16.82
2154,438,1,55.6
2155,755,1,90.59
2157,105,1,40.29
2159,90,1,347.47
2160,125,3,620.07
2162,309,2,150.05
2163,410,1,26.95
2164,530,2,259.5
2165,173,3,218.06
2166,18,2,60.410000000000004
2167,518,1,45.15
2170,960,1,38.64
2171,870,1,35.13
2173,298,3,178.66
2174,64,2,346.77
2175,511,2,221.64999999999998
2177,155,1,85.66
2179,309,2,85.78999999999999
2182,494,1,59.7
